
 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   2.88543E-02   5.48259E+04  -2.07841E+04
   9.99999E-03   4.90680E+04  -2.06791E+04

 Phase Region for:
     BCC_A2                        
 col-1=X(C), col-2=MU(C), col-3=MU(FE),
   1.63893E-02   5.17174E+04  -2.07139E+04
   1.63883E-02   5.17171E+04  -2.07139E+04
   1.63873E-02   5.17168E+04  -2.07139E+04
   1.63863E-02   5.17165E+04  -2.07139E+04
   1.63853E-02   5.17161E+04  -2.07139E+04
   1.63843E-02   5.17158E+04  -2.07139E+04
   1.63833E-02   5.17155E+04  -2.07138E+04
   1.63823E-02   5.17151E+04  -2.07138E+04
   1.63813E-02   5.17148E+04  -2.07138E+04
   1.63803E-02   5.17145E+04  -2.07138E+04
   1.63793E-02   5.17141E+04  -2.07138E+04
   1.63783E-02   5.17138E+04  -2.07138E+04
   1.63773E-02   5.17135E+04  -2.07138E+04
   1.63763E-02   5.17131E+04  -2.07138E+04
   1.63753E-02   5.17128E+04  -2.07138E+04
   1.63743E-02   5.17125E+04  -2.07138E+04
   1.63733E-02   5.17122E+04  -2.07138E+04
   1.63723E-02   5.17118E+04  -2.07138E+04
   1.63713E-02   5.17115E+04  -2.07138E+04
   1.63703E-02   5.17112E+04  -2.07138E+04
   1.63693E-02   5.17108E+04  -2.07138E+04
   1.63683E-02   5.17105E+04  -2.07138E+04
   1.63673E-02   5.17102E+04  -2.07138E+04
   1.63663E-02   5.17098E+04  -2.07138E+04
   1.63653E-02   5.17095E+04  -2.07137E+04
   1.63643E-02   5.17092E+04  -2.07137E+04
   1.63633E-02   5.17088E+04  -2.07137E+04
   1.63623E-02   5.17085E+04  -2.07137E+04
   1.63613E-02   5.17082E+04  -2.07137E+04
   1.63603E-02   5.17079E+04  -2.07137E+04
   1.63593E-02   5.17075E+04  -2.07137E+04
   1.63583E-02   5.17072E+04  -2.07137E+04
   1.63573E-02   5.17069E+04  -2.07137E+04
   1.63563E-02   5.17065E+04  -2.07137E+04
   1.63553E-02   5.17062E+04  -2.07137E+04
   1.63543E-02   5.17059E+04  -2.07137E+04
   1.63533E-02   5.17055E+04  -2.07137E+04
   1.63523E-02   5.17052E+04  -2.07137E+04
   1.63513E-02   5.17049E+04  -2.07137E+04
   1.63503E-02   5.17045E+04  -2.07137E+04
   1.63493E-02   5.17042E+04  -2.07137E+04
   1.63483E-02   5.17039E+04  -2.07137E+04
   1.63473E-02   5.17036E+04  -2.07136E+04
   1.63463E-02   5.17032E+04  -2.07136E+04
   1.63453E-02   5.17029E+04  -2.07136E+04
   1.63443E-02   5.17026E+04  -2.07136E+04
   1.63433E-02   5.17022E+04  -2.07136E+04
   1.63423E-02   5.17019E+04  -2.07136E+04
   1.63413E-02   5.17016E+04  -2.07136E+04
   1.63403E-02   5.17012E+04  -2.07136E+04
   1.63393E-02   5.17009E+04  -2.07136E+04
   1.63383E-02   5.17006E+04  -2.07136E+04
   1.63373E-02   5.17002E+04  -2.07136E+04
   1.63363E-02   5.16999E+04  -2.07136E+04
   1.63353E-02   5.16996E+04  -2.07136E+04
   1.63343E-02   5.16992E+04  -2.07136E+04
   1.63333E-02   5.16989E+04  -2.07136E+04
   1.63323E-02   5.16986E+04  -2.07136E+04
   1.63313E-02   5.16983E+04  -2.07136E+04
   1.63303E-02   5.16979E+04  -2.07136E+04
   1.63293E-02   5.16976E+04  -2.07135E+04
   1.63283E-02   5.16973E+04  -2.07135E+04
   1.63273E-02   5.16969E+04  -2.07135E+04
   1.63263E-02   5.16966E+04  -2.07135E+04
   1.63253E-02   5.16963E+04  -2.07135E+04
   1.63243E-02   5.16959E+04  -2.07135E+04
   1.63233E-02   5.16956E+04  -2.07135E+04
   1.63223E-02   5.16953E+04  -2.07135E+04
   1.63213E-02   5.16949E+04  -2.07135E+04
   1.63203E-02   5.16946E+04  -2.07135E+04
   1.63193E-02   5.16943E+04  -2.07135E+04
   1.63183E-02   5.16939E+04  -2.07135E+04
   1.63173E-02   5.16936E+04  -2.07135E+04
   1.63163E-02   5.16933E+04  -2.07135E+04
   1.63153E-02   5.16930E+04  -2.07135E+04
   1.63143E-02   5.16926E+04  -2.07135E+04
   1.63133E-02   5.16923E+04  -2.07135E+04
   1.63123E-02   5.16920E+04  -2.07135E+04
   1.63113E-02   5.16916E+04  -2.07135E+04
   1.63103E-02   5.16913E+04  -2.07134E+04
   1.63093E-02   5.16910E+04  -2.07134E+04
   1.63083E-02   5.16906E+04  -2.07134E+04
   1.63073E-02   5.16903E+04  -2.07134E+04
   1.63063E-02   5.16900E+04  -2.07134E+04
   1.63053E-02   5.16896E+04  -2.07134E+04
   1.63043E-02   5.16893E+04  -2.07134E+04
   1.63033E-02   5.16890E+04  -2.07134E+04
   1.63023E-02   5.16886E+04  -2.07134E+04
   1.63013E-02   5.16883E+04  -2.07134E+04
   1.63003E-02   5.16880E+04  -2.07134E+04
   1.62993E-02   5.16876E+04  -2.07134E+04
   1.62983E-02   5.16873E+04  -2.07134E+04
   1.62973E-02   5.16870E+04  -2.07134E+04
   1.62963E-02   5.16866E+04  -2.07134E+04
   1.62953E-02   5.16863E+04  -2.07134E+04
   1.62943E-02   5.16860E+04  -2.07134E+04
   1.62933E-02   5.16856E+04  -2.07134E+04
   1.62923E-02   5.16853E+04  -2.07133E+04
   1.62913E-02   5.16850E+04  -2.07133E+04
   1.62903E-02   5.16847E+04  -2.07133E+04
   1.62893E-02   5.16843E+04  -2.07133E+04
   1.62883E-02   5.16840E+04  -2.07133E+04
   1.62873E-02   5.16837E+04  -2.07133E+04
   1.62863E-02   5.16833E+04  -2.07133E+04
   1.62853E-02   5.16830E+04  -2.07133E+04
   1.62843E-02   5.16827E+04  -2.07133E+04
   1.62833E-02   5.16823E+04  -2.07133E+04
   1.62823E-02   5.16820E+04  -2.07133E+04
   1.62813E-02   5.16817E+04  -2.07133E+04
   1.62803E-02   5.16813E+04  -2.07133E+04
   1.62793E-02   5.16810E+04  -2.07133E+04
   1.62783E-02   5.16807E+04  -2.07133E+04
   1.62773E-02   5.16803E+04  -2.07133E+04
   1.62763E-02   5.16800E+04  -2.07133E+04
   1.62753E-02   5.16797E+04  -2.07133E+04
   1.62743E-02   5.16793E+04  -2.07132E+04
   1.62733E-02   5.16790E+04  -2.07132E+04
   1.62723E-02   5.16787E+04  -2.07132E+04
   1.62713E-02   5.16783E+04  -2.07132E+04
   1.62703E-02   5.16780E+04  -2.07132E+04
   1.62693E-02   5.16777E+04  -2.07132E+04
   1.62683E-02   5.16773E+04  -2.07132E+04
   1.62673E-02   5.16770E+04  -2.07132E+04
   1.62663E-02   5.16767E+04  -2.07132E+04
   1.62653E-02   5.16763E+04  -2.07132E+04
   1.62643E-02   5.16760E+04  -2.07132E+04
   1.62633E-02   5.16757E+04  -2.07132E+04
   1.62623E-02   5.16753E+04  -2.07132E+04
   1.62613E-02   5.16750E+04  -2.07132E+04
   1.62603E-02   5.16747E+04  -2.07132E+04
   1.62593E-02   5.16743E+04  -2.07132E+04
   1.62583E-02   5.16740E+04  -2.07132E+04
   1.62573E-02   5.16737E+04  -2.07132E+04
   1.62563E-02   5.16733E+04  -2.07131E+04
   1.62553E-02   5.16730E+04  -2.07131E+04
   1.62543E-02   5.16727E+04  -2.07131E+04
   1.62533E-02   5.16723E+04  -2.07131E+04
   1.62523E-02   5.16720E+04  -2.07131E+04
   1.62513E-02   5.16717E+04  -2.07131E+04
   1.62503E-02   5.16713E+04  -2.07131E+04
   1.62493E-02   5.16710E+04  -2.07131E+04
   1.62483E-02   5.16707E+04  -2.07131E+04
   1.62473E-02   5.16704E+04  -2.07131E+04
   1.62463E-02   5.16700E+04  -2.07131E+04
   1.62453E-02   5.16697E+04  -2.07131E+04
   1.62443E-02   5.16694E+04  -2.07131E+04
   1.62433E-02   5.16690E+04  -2.07131E+04
   1.62423E-02   5.16687E+04  -2.07131E+04
   1.62413E-02   5.16684E+04  -2.07131E+04
   1.62403E-02   5.16680E+04  -2.07131E+04
   1.62393E-02   5.16677E+04  -2.07131E+04
   1.62383E-02   5.16674E+04  -2.07130E+04
   1.62373E-02   5.16670E+04  -2.07130E+04
   1.62363E-02   5.16667E+04  -2.07130E+04
   1.62353E-02   5.16664E+04  -2.07130E+04
   1.62343E-02   5.16660E+04  -2.07130E+04
   1.62333E-02   5.16657E+04  -2.07130E+04
   1.62323E-02   5.16654E+04  -2.07130E+04
   1.62313E-02   5.16650E+04  -2.07130E+04
   1.62303E-02   5.16647E+04  -2.07130E+04
   1.62293E-02   5.16644E+04  -2.07130E+04
   1.62283E-02   5.16640E+04  -2.07130E+04
   1.62273E-02   5.16637E+04  -2.07130E+04
   1.62263E-02   5.16634E+04  -2.07130E+04
   1.62253E-02   5.16630E+04  -2.07130E+04
   1.62243E-02   5.16627E+04  -2.07130E+04
   1.62233E-02   5.16624E+04  -2.07130E+04
   1.62223E-02   5.16620E+04  -2.07130E+04
   1.62213E-02   5.16617E+04  -2.07130E+04
   1.62203E-02   5.16614E+04  -2.07129E+04
   1.62193E-02   5.16610E+04  -2.07129E+04
   1.62183E-02   5.16607E+04  -2.07129E+04
   1.62173E-02   5.16604E+04  -2.07129E+04
   1.62163E-02   5.16600E+04  -2.07129E+04
   1.62153E-02   5.16597E+04  -2.07129E+04
   1.62143E-02   5.16594E+04  -2.07129E+04
   1.62133E-02   5.16590E+04  -2.07129E+04
   1.62123E-02   5.16587E+04  -2.07129E+04
   1.62113E-02   5.16583E+04  -2.07129E+04
   1.62103E-02   5.16580E+04  -2.07129E+04
   1.62093E-02   5.16577E+04  -2.07129E+04
   1.62083E-02   5.16573E+04  -2.07129E+04
   1.62073E-02   5.16570E+04  -2.07129E+04
   1.62063E-02   5.16567E+04  -2.07129E+04
   1.62053E-02   5.16563E+04  -2.07129E+04
   1.62043E-02   5.16560E+04  -2.07129E+04
   1.62033E-02   5.16557E+04  -2.07129E+04
   1.62023E-02   5.16553E+04  -2.07129E+04
   1.62013E-02   5.16550E+04  -2.07128E+04
   1.62003E-02   5.16547E+04  -2.07128E+04
   1.61993E-02   5.16543E+04  -2.07128E+04
   1.61983E-02   5.16540E+04  -2.07128E+04
   1.61973E-02   5.16537E+04  -2.07128E+04
   1.61963E-02   5.16533E+04  -2.07128E+04
   1.61953E-02   5.16530E+04  -2.07128E+04
   1.61943E-02   5.16527E+04  -2.07128E+04
   1.61933E-02   5.16523E+04  -2.07128E+04
   1.61923E-02   5.16520E+04  -2.07128E+04
   1.61913E-02   5.16517E+04  -2.07128E+04
   1.61903E-02   5.16513E+04  -2.07128E+04
   1.61893E-02   5.16510E+04  -2.07128E+04
   1.61883E-02   5.16507E+04  -2.07128E+04
   1.61873E-02   5.16503E+04  -2.07128E+04
   1.61863E-02   5.16500E+04  -2.07128E+04
   1.61853E-02   5.16497E+04  -2.07128E+04
   1.61843E-02   5.16493E+04  -2.07128E+04
   1.61833E-02   5.16490E+04  -2.07127E+04
   1.61823E-02   5.16487E+04  -2.07127E+04
   1.61813E-02   5.16483E+04  -2.07127E+04
   1.61803E-02   5.16480E+04  -2.07127E+04
   1.61793E-02   5.16477E+04  -2.07127E+04
   1.61783E-02   5.16473E+04  -2.07127E+04
   1.61773E-02   5.16470E+04  -2.07127E+04
   1.61763E-02   5.16467E+04  -2.07127E+04
   1.61753E-02   5.16463E+04  -2.07127E+04
   1.61743E-02   5.16460E+04  -2.07127E+04
   1.61733E-02   5.16457E+04  -2.07127E+04
   1.61723E-02   5.16453E+04  -2.07127E+04
   1.61713E-02   5.16450E+04  -2.07127E+04
   1.61703E-02   5.16447E+04  -2.07127E+04
   1.61693E-02   5.16443E+04  -2.07127E+04
   1.61683E-02   5.16440E+04  -2.07127E+04
   1.61673E-02   5.16436E+04  -2.07127E+04
   1.61663E-02   5.16433E+04  -2.07127E+04
   1.61653E-02   5.16430E+04  -2.07126E+04
   1.61643E-02   5.16426E+04  -2.07126E+04
   1.61633E-02   5.16423E+04  -2.07126E+04
   1.61623E-02   5.16420E+04  -2.07126E+04
   1.61613E-02   5.16416E+04  -2.07126E+04
   1.61603E-02   5.16413E+04  -2.07126E+04
   1.61593E-02   5.16410E+04  -2.07126E+04
   1.61583E-02   5.16406E+04  -2.07126E+04
   1.61573E-02   5.16403E+04  -2.07126E+04
   1.61563E-02   5.16400E+04  -2.07126E+04
   1.61553E-02   5.16396E+04  -2.07126E+04
   1.61543E-02   5.16393E+04  -2.07126E+04
   1.61533E-02   5.16390E+04  -2.07126E+04
   1.61523E-02   5.16386E+04  -2.07126E+04
   1.61513E-02   5.16383E+04  -2.07126E+04
   1.61503E-02   5.16380E+04  -2.07126E+04
   1.61493E-02   5.16376E+04  -2.07126E+04
   1.61483E-02   5.16373E+04  -2.07126E+04
   1.61473E-02   5.16370E+04  -2.07125E+04
   1.61463E-02   5.16366E+04  -2.07125E+04
   1.61453E-02   5.16363E+04  -2.07125E+04
   1.61443E-02   5.16359E+04  -2.07125E+04
   1.61433E-02   5.16356E+04  -2.07125E+04
   1.61423E-02   5.16353E+04  -2.07125E+04
   1.61413E-02   5.16349E+04  -2.07125E+04
   1.61403E-02   5.16346E+04  -2.07125E+04
   1.61393E-02   5.16343E+04  -2.07125E+04
   1.61383E-02   5.16339E+04  -2.07125E+04
   1.61373E-02   5.16336E+04  -2.07125E+04
   1.61363E-02   5.16333E+04  -2.07125E+04
   1.61353E-02   5.16329E+04  -2.07125E+04
   1.61343E-02   5.16326E+04  -2.07125E+04
   1.61333E-02   5.16323E+04  -2.07125E+04
   1.61323E-02   5.16319E+04  -2.07125E+04
   1.61313E-02   5.16316E+04  -2.07125E+04
   1.61303E-02   5.16313E+04  -2.07125E+04
   1.61293E-02   5.16309E+04  -2.07124E+04
   1.61283E-02   5.16306E+04  -2.07124E+04
   1.61273E-02   5.16302E+04  -2.07124E+04
   1.61263E-02   5.16299E+04  -2.07124E+04
   1.61253E-02   5.16296E+04  -2.07124E+04
   1.61243E-02   5.16292E+04  -2.07124E+04
   1.61233E-02   5.16289E+04  -2.07124E+04
   1.61223E-02   5.16286E+04  -2.07124E+04
   1.61213E-02   5.16282E+04  -2.07124E+04
   1.61203E-02   5.16279E+04  -2.07124E+04
   1.61193E-02   5.16276E+04  -2.07124E+04
   1.61183E-02   5.16272E+04  -2.07124E+04
   1.61173E-02   5.16269E+04  -2.07124E+04
   1.61163E-02   5.16266E+04  -2.07124E+04
   1.61153E-02   5.16262E+04  -2.07124E+04
   1.61143E-02   5.16259E+04  -2.07124E+04
   1.61133E-02   5.16256E+04  -2.07124E+04
   1.61123E-02   5.16252E+04  -2.07124E+04
   1.61113E-02   5.16249E+04  -2.07124E+04
   1.61103E-02   5.16245E+04  -2.07123E+04
   1.61093E-02   5.16242E+04  -2.07123E+04
   1.61083E-02   5.16239E+04  -2.07123E+04
   1.61073E-02   5.16235E+04  -2.07123E+04
   1.61063E-02   5.16232E+04  -2.07123E+04
   1.61053E-02   5.16229E+04  -2.07123E+04
   1.61043E-02   5.16225E+04  -2.07123E+04
   1.61033E-02   5.16222E+04  -2.07123E+04
   1.61023E-02   5.16219E+04  -2.07123E+04
   1.61013E-02   5.16215E+04  -2.07123E+04
   1.61003E-02   5.16212E+04  -2.07123E+04
   1.60993E-02   5.16208E+04  -2.07123E+04
   1.60983E-02   5.16205E+04  -2.07123E+04
   1.60973E-02   5.16202E+04  -2.07123E+04
   1.60963E-02   5.16198E+04  -2.07123E+04
   1.60953E-02   5.16195E+04  -2.07123E+04
   1.60943E-02   5.16192E+04  -2.07123E+04
   1.60933E-02   5.16188E+04  -2.07123E+04
   1.60923E-02   5.16185E+04  -2.07122E+04
   1.60913E-02   5.16182E+04  -2.07122E+04
   1.60903E-02   5.16178E+04  -2.07122E+04
   1.60893E-02   5.16175E+04  -2.07122E+04
   1.60883E-02   5.16172E+04  -2.07122E+04
   1.60873E-02   5.16168E+04  -2.07122E+04
   1.60863E-02   5.16165E+04  -2.07122E+04
   1.60853E-02   5.16161E+04  -2.07122E+04
   1.60843E-02   5.16158E+04  -2.07122E+04
   1.60833E-02   5.16155E+04  -2.07122E+04
   1.60823E-02   5.16151E+04  -2.07122E+04
   1.60813E-02   5.16148E+04  -2.07122E+04
   1.60803E-02   5.16145E+04  -2.07122E+04
   1.60793E-02   5.16141E+04  -2.07122E+04
   1.60783E-02   5.16138E+04  -2.07122E+04
   1.60773E-02   5.16135E+04  -2.07122E+04
   1.60763E-02   5.16131E+04  -2.07122E+04
   1.60753E-02   5.16128E+04  -2.07122E+04
   1.60743E-02   5.16124E+04  -2.07121E+04
   1.60733E-02   5.16121E+04  -2.07121E+04
   1.60723E-02   5.16118E+04  -2.07121E+04
   1.60713E-02   5.16114E+04  -2.07121E+04
   1.60703E-02   5.16111E+04  -2.07121E+04
   1.60693E-02   5.16108E+04  -2.07121E+04
   1.60683E-02   5.16104E+04  -2.07121E+04
   1.60673E-02   5.16101E+04  -2.07121E+04
   1.60663E-02   5.16098E+04  -2.07121E+04
   1.60653E-02   5.16094E+04  -2.07121E+04
   1.60643E-02   5.16091E+04  -2.07121E+04
   1.60633E-02   5.16087E+04  -2.07121E+04
   1.60623E-02   5.16084E+04  -2.07121E+04
   1.60613E-02   5.16081E+04  -2.07121E+04
   1.60603E-02   5.16077E+04  -2.07121E+04
   1.60593E-02   5.16074E+04  -2.07121E+04
   1.60583E-02   5.16071E+04  -2.07121E+04
   1.60573E-02   5.16067E+04  -2.07121E+04
   1.60563E-02   5.16064E+04  -2.07120E+04
   1.60553E-02   5.16060E+04  -2.07120E+04
   1.60543E-02   5.16057E+04  -2.07120E+04
   1.60533E-02   5.16054E+04  -2.07120E+04
   1.60523E-02   5.16050E+04  -2.07120E+04
   1.60513E-02   5.16047E+04  -2.07120E+04
   1.60503E-02   5.16044E+04  -2.07120E+04
   1.60493E-02   5.16040E+04  -2.07120E+04
   1.60483E-02   5.16037E+04  -2.07120E+04
   1.60473E-02   5.16034E+04  -2.07120E+04
   1.60463E-02   5.16030E+04  -2.07120E+04
   1.60453E-02   5.16027E+04  -2.07120E+04
   1.60443E-02   5.16023E+04  -2.07120E+04
   1.60433E-02   5.16020E+04  -2.07120E+04
   1.60423E-02   5.16017E+04  -2.07120E+04
   1.60413E-02   5.16013E+04  -2.07120E+04
   1.60403E-02   5.16010E+04  -2.07120E+04
   1.60393E-02   5.16007E+04  -2.07120E+04
   1.60383E-02   5.16003E+04  -2.07119E+04
   1.60373E-02   5.16000E+04  -2.07119E+04
   1.60363E-02   5.15996E+04  -2.07119E+04
   1.60353E-02   5.15993E+04  -2.07119E+04
   1.60343E-02   5.15990E+04  -2.07119E+04
   1.60333E-02   5.15986E+04  -2.07119E+04
   1.60323E-02   5.15983E+04  -2.07119E+04
   1.60313E-02   5.15980E+04  -2.07119E+04
   1.60303E-02   5.15976E+04  -2.07119E+04
   1.60293E-02   5.15973E+04  -2.07119E+04
   1.60283E-02   5.15969E+04  -2.07119E+04
   1.60273E-02   5.15966E+04  -2.07119E+04
   1.60263E-02   5.15963E+04  -2.07119E+04
   1.60253E-02   5.15959E+04  -2.07119E+04
   1.60243E-02   5.15956E+04  -2.07119E+04
   1.60233E-02   5.15953E+04  -2.07119E+04
   1.60223E-02   5.15949E+04  -2.07119E+04
   1.60213E-02   5.15946E+04  -2.07119E+04
   1.60203E-02   5.15942E+04  -2.07119E+04
   1.60193E-02   5.15939E+04  -2.07118E+04
   1.60183E-02   5.15936E+04  -2.07118E+04
   1.60173E-02   5.15932E+04  -2.07118E+04
   1.60163E-02   5.15929E+04  -2.07118E+04
   1.60153E-02   5.15926E+04  -2.07118E+04
   1.60143E-02   5.15922E+04  -2.07118E+04
   1.60133E-02   5.15919E+04  -2.07118E+04
   1.60123E-02   5.15915E+04  -2.07118E+04
   1.60113E-02   5.15912E+04  -2.07118E+04
   1.60103E-02   5.15909E+04  -2.07118E+04
   1.60093E-02   5.15905E+04  -2.07118E+04
   1.60083E-02   5.15902E+04  -2.07118E+04
   1.60073E-02   5.15899E+04  -2.07118E+04
   1.60063E-02   5.15895E+04  -2.07118E+04
   1.60053E-02   5.15892E+04  -2.07118E+04
   1.60043E-02   5.15888E+04  -2.07118E+04
   1.60033E-02   5.15885E+04  -2.07118E+04
   1.60023E-02   5.15882E+04  -2.07118E+04
   1.60013E-02   5.15878E+04  -2.07117E+04
   1.60003E-02   5.15875E+04  -2.07117E+04
   1.59993E-02   5.15872E+04  -2.07117E+04
   1.59983E-02   5.15868E+04  -2.07117E+04
   1.59973E-02   5.15865E+04  -2.07117E+04
   1.59963E-02   5.15861E+04  -2.07117E+04
   1.59953E-02   5.15858E+04  -2.07117E+04
   1.59943E-02   5.15855E+04  -2.07117E+04
   1.59933E-02   5.15851E+04  -2.07117E+04
   1.59923E-02   5.15848E+04  -2.07117E+04
   1.59913E-02   5.15845E+04  -2.07117E+04
   1.59903E-02   5.15841E+04  -2.07117E+04
   1.59893E-02   5.15838E+04  -2.07117E+04
   1.59883E-02   5.15834E+04  -2.07117E+04
   1.59873E-02   5.15831E+04  -2.07117E+04
   1.59863E-02   5.15828E+04  -2.07117E+04
   1.59853E-02   5.15824E+04  -2.07117E+04
   1.59843E-02   5.15821E+04  -2.07117E+04
   1.59833E-02   5.15817E+04  -2.07116E+04
   1.59823E-02   5.15814E+04  -2.07116E+04
   1.59813E-02   5.15811E+04  -2.07116E+04
   1.59803E-02   5.15807E+04  -2.07116E+04
   1.59793E-02   5.15804E+04  -2.07116E+04
   1.59783E-02   5.15801E+04  -2.07116E+04
   1.59773E-02   5.15797E+04  -2.07116E+04
   1.59763E-02   5.15794E+04  -2.07116E+04
   1.59753E-02   5.15790E+04  -2.07116E+04
   1.59743E-02   5.15787E+04  -2.07116E+04
   1.59733E-02   5.15784E+04  -2.07116E+04
   1.59723E-02   5.15780E+04  -2.07116E+04
   1.59713E-02   5.15777E+04  -2.07116E+04
   1.59703E-02   5.15773E+04  -2.07116E+04
   1.59693E-02   5.15770E+04  -2.07116E+04
   1.59683E-02   5.15767E+04  -2.07116E+04
   1.59673E-02   5.15763E+04  -2.07116E+04
   1.59663E-02   5.15760E+04  -2.07116E+04
   1.59653E-02   5.15757E+04  -2.07115E+04
   1.59643E-02   5.15753E+04  -2.07115E+04
   1.59633E-02   5.15750E+04  -2.07115E+04
   1.59623E-02   5.15746E+04  -2.07115E+04
   1.59613E-02   5.15743E+04  -2.07115E+04
   1.59603E-02   5.15740E+04  -2.07115E+04
   1.59593E-02   5.15736E+04  -2.07115E+04
   1.59583E-02   5.15733E+04  -2.07115E+04
   1.59573E-02   5.15729E+04  -2.07115E+04
   1.59563E-02   5.15726E+04  -2.07115E+04
   1.59553E-02   5.15723E+04  -2.07115E+04
   1.59543E-02   5.15719E+04  -2.07115E+04
   1.59533E-02   5.15716E+04  -2.07115E+04
   1.59523E-02   5.15712E+04  -2.07115E+04
   1.59513E-02   5.15709E+04  -2.07115E+04
   1.59503E-02   5.15706E+04  -2.07115E+04
   1.59493E-02   5.15702E+04  -2.07115E+04
   1.59483E-02   5.15699E+04  -2.07115E+04
   1.59473E-02   5.15696E+04  -2.07114E+04
   1.59463E-02   5.15692E+04  -2.07114E+04
   1.59453E-02   5.15689E+04  -2.07114E+04
   1.59443E-02   5.15685E+04  -2.07114E+04
   1.59433E-02   5.15682E+04  -2.07114E+04
   1.59423E-02   5.15679E+04  -2.07114E+04
   1.59413E-02   5.15675E+04  -2.07114E+04
   1.59403E-02   5.15672E+04  -2.07114E+04
   1.59393E-02   5.15668E+04  -2.07114E+04
   1.59383E-02   5.15665E+04  -2.07114E+04
   1.59373E-02   5.15662E+04  -2.07114E+04
   1.59363E-02   5.15658E+04  -2.07114E+04
   1.59353E-02   5.15655E+04  -2.07114E+04
   1.59343E-02   5.15651E+04  -2.07114E+04
   1.59333E-02   5.15648E+04  -2.07114E+04
   1.59323E-02   5.15645E+04  -2.07114E+04
   1.59313E-02   5.15641E+04  -2.07114E+04
   1.59303E-02   5.15638E+04  -2.07114E+04
   1.59293E-02   5.15634E+04  -2.07114E+04
   1.59283E-02   5.15631E+04  -2.07113E+04
   1.59273E-02   5.15628E+04  -2.07113E+04
   1.59263E-02   5.15624E+04  -2.07113E+04
   1.59253E-02   5.15621E+04  -2.07113E+04
   1.59243E-02   5.15618E+04  -2.07113E+04
   1.59233E-02   5.15614E+04  -2.07113E+04
   1.59223E-02   5.15611E+04  -2.07113E+04
   1.59213E-02   5.15607E+04  -2.07113E+04
   1.59203E-02   5.15604E+04  -2.07113E+04
   1.59193E-02   5.15601E+04  -2.07113E+04
   1.59183E-02   5.15597E+04  -2.07113E+04
   1.59173E-02   5.15594E+04  -2.07113E+04
   1.59163E-02   5.15590E+04  -2.07113E+04
   1.59153E-02   5.15587E+04  -2.07113E+04
   1.59143E-02   5.15584E+04  -2.07113E+04
   1.59133E-02   5.15580E+04  -2.07113E+04
   1.59123E-02   5.15577E+04  -2.07113E+04
   1.59113E-02   5.15573E+04  -2.07113E+04
   1.59103E-02   5.15570E+04  -2.07112E+04
   1.59093E-02   5.15567E+04  -2.07112E+04
   1.59083E-02   5.15563E+04  -2.07112E+04
   1.59073E-02   5.15560E+04  -2.07112E+04
   1.59063E-02   5.15556E+04  -2.07112E+04
   1.59053E-02   5.15553E+04  -2.07112E+04
   1.59043E-02   5.15550E+04  -2.07112E+04
   1.59033E-02   5.15546E+04  -2.07112E+04
   1.59023E-02   5.15543E+04  -2.07112E+04
   1.59013E-02   5.15539E+04  -2.07112E+04
   1.59003E-02   5.15536E+04  -2.07112E+04
   1.58993E-02   5.15533E+04  -2.07112E+04
   1.58983E-02   5.15529E+04  -2.07112E+04
   1.58973E-02   5.15526E+04  -2.07112E+04
   1.58963E-02   5.15522E+04  -2.07112E+04
   1.58953E-02   5.15519E+04  -2.07112E+04
   1.58943E-02   5.15516E+04  -2.07112E+04
   1.58933E-02   5.15512E+04  -2.07112E+04
   1.58923E-02   5.15509E+04  -2.07111E+04
   1.58913E-02   5.15505E+04  -2.07111E+04
   1.58903E-02   5.15502E+04  -2.07111E+04
   1.58893E-02   5.15499E+04  -2.07111E+04
   1.58883E-02   5.15495E+04  -2.07111E+04
   1.58873E-02   5.15492E+04  -2.07111E+04
   1.58863E-02   5.15488E+04  -2.07111E+04
   1.58853E-02   5.15485E+04  -2.07111E+04
   1.58843E-02   5.15482E+04  -2.07111E+04
   1.58833E-02   5.15478E+04  -2.07111E+04
   1.58823E-02   5.15475E+04  -2.07111E+04
   1.58813E-02   5.15471E+04  -2.07111E+04
   1.58803E-02   5.15468E+04  -2.07111E+04
   1.58793E-02   5.15465E+04  -2.07111E+04
   1.58783E-02   5.15461E+04  -2.07111E+04
   1.58773E-02   5.15458E+04  -2.07111E+04
   1.58763E-02   5.15454E+04  -2.07111E+04
   1.58753E-02   5.15451E+04  -2.07111E+04
